Name,Title,Create Date,Tags,Original Name,Location
swaac-intro,2011 01 swaac intro org markdown,2011-01-01,"",2011/01/swaac-intro.org.markdown,../SWAAC Posts/swaac-intro.md
about,2011 01 about org markdown,2011-01-01,"",2011/01/about.org.markdown,../SWAAC Posts/about.md
new-hash-operators-in-ruby-2-dot-3,2016 03 new hash operators in ruby 2 dot 3 org markdown,2016-03-01,"",2016/03/new-hash-operators-in-ruby-2-dot-3.org.markdown,../SWAAC Posts/new-hash-operators-in-ruby-2-dot-3.md
using-web-mode-for-javascript-in-emacs,2016 04 using web mode for javascript in emacs org markdown,2016-04-01,"",2016/04/using-web-mode-for-javascript-in-emacs.org.markdown,../SWAAC Posts/using-web-mode-for-javascript-in-emacs.md
wordcamp-mpls-diving-back-into-wordpress,2016 05 wordcamp mpls diving back into wordpress org markdown,2016-05-01,"",2016/05/wordcamp-mpls-diving-back-into-wordpress.org.markdown,../SWAAC Posts/wordcamp-mpls-diving-back-into-wordpress.md
a-set-of-reactjs-demos,2016 05 a set of reactjs demos org markdown,2016-05-01,"",2016/05/a-set-of-reactjs-demos.org.markdown,../SWAAC Posts/a-set-of-reactjs-demos.md
the-manuscripts-of-edsger-w-dijkstra,2016 05 the manuscripts of edsger w dijkstra org markdown,2016-05-01,"",2016/05/the-manuscripts-of-edsger-w-dijkstra.org.markdown,../SWAAC Posts/the-manuscripts-of-edsger-w-dijkstra.md
tip-ejecting-a-volume-from-the-command-line-on-osx,2016 05 tip ejecting a volume from the command line on osx org markdown,2016-05-01,"",2016/05/tip-ejecting-a-volume-from-the-command-line-on-osx.org.markdown,../SWAAC Posts/tip-ejecting-a-volume-from-the-command-line-on-osx.md
learn-by-learning-to-test-first,2016 05 learn by learning to test first org markdown,2016-05-01,"",2016/05/learn-by-learning-to-test-first.org.markdown,../SWAAC Posts/learn-by-learning-to-test-first.md
astronauts,2016 05 javascript examples astronauts org markdown,2016-05-01,"",2016/05/javascript-examples/astronauts.org.markdown,../SWAAC Posts/astronauts.md
the-quiet-crisis-unfolding-in-software-development,2016 05 the quiet crisis unfolding in software development org markdown,2016-05-01,"",2016/05/the-quiet-crisis-unfolding-in-software-development.org.markdown,../SWAAC Posts/the-quiet-crisis-unfolding-in-software-development.md
your-software-is-never-perfect,2016 05 your software is never perfect org markdown,2016-05-01,"",2016/05/your-software-is-never-perfect.org.markdown,../SWAAC Posts/your-software-is-never-perfect.md
my-way-of-implementing-service-objects-in-rails,2016 02 my way of implementing service objects in rails org markdown,2016-02-01,"",2016/02/my-way-of-implementing-service-objects-in-rails.org.markdown,../SWAAC Posts/my-way-of-implementing-service-objects-in-rails.md
til-target-equals-blank-with-no-rel-equals-noopener,2016 11 til target equals blank with no rel equals noopener org markdown,2016-11-01,"",2016/11/til-target-equals-blank-with-no-rel-equals-noopener.org.markdown,../SWAAC Posts/til-target-equals-blank-with-no-rel-equals-noopener.md
tool-font-style-matcher,2016 11 tool font style matcher org markdown,2016-11-01,"",2016/11/tool-font-style-matcher.org.markdown,../SWAAC Posts/tool-font-style-matcher.md
installing-wordpress-things-without-ftp,2016 11 installing wordpress things without ftp org markdown,2016-11-01,"",2016/11/installing-wordpress-things-without-ftp.org.markdown,../SWAAC Posts/installing-wordpress-things-without-ftp.md
installing-emacs-on-mac-with-homebrew,2016 11 installing emacs on mac with homebrew org markdown,2016-11-01,"",2016/11/installing-emacs-on-mac-with-homebrew.org.markdown,../SWAAC Posts/installing-emacs-on-mac-with-homebrew.md
frontendmasters-course-devops-for-frontend-devs,2016 11 frontendmasters course devops for frontend devs org markdown,2016-11-01,"",2016/11/frontendmasters-course-devops-for-frontend-devs.org.markdown,../SWAAC Posts/frontendmasters-course-devops-for-frontend-devs.md
links-from-gdi-intro-to-wordpress-class,2016 11 links from gdi intro to wordpress class org markdown,2016-11-01,"",2016/11/links-from-gdi-intro-to-wordpress-class.org.markdown,../SWAAC Posts/links-from-gdi-intro-to-wordpress-class.md
signing-a-pdf-with-preview,2016 10 signing a pdf with preview org markdown,2016-10-01,"",2016/10/signing-a-pdf-with-preview.org.markdown,../SWAAC Posts/signing-a-pdf-with-preview.md
testing-blur-events-in-cucumber-slash-capybara,2016 10 testing blur events in cucumber slash capybara org markdown,2016-10-01,"",2016/10/testing-blur-events-in-cucumber-slash-capybara.org.markdown,../SWAAC Posts/testing-blur-events-in-cucumber-slash-capybara.md
how-to-set-up-your-own-private-remote-git-repository,2016 10 how to set up your own private remote git repository org markdown,2016-10-01,"",2016/10/how-to-set-up-your-own-private-remote-git-repository.org.markdown,../SWAAC Posts/how-to-set-up-your-own-private-remote-git-repository.md
learning-react-native,2016 07 learning react native org markdown,2016-07-01,"",2016/07/learning-react-native.org.markdown,../SWAAC Posts/learning-react-native.md
the-traits-of-a-proficient-programmer-gregory-brown,2016 07 the traits of a proficient programmer gregory brown org markdown,2016-07-01,"",2016/07/the-traits-of-a-proficient-programmer-gregory-brown.org.markdown,../SWAAC Posts/the-traits-of-a-proficient-programmer-gregory-brown.md
css-centering-lists,2016 07 css centering lists org markdown,2016-07-01,"",2016/07/css-centering-lists.org.markdown,../SWAAC Posts/css-centering-lists.md
rails-action-mailer-asset-host,2016 07 rails action mailer asset host org markdown,2016-07-01,"",2016/07/rails-action-mailer-asset-host.org.markdown,../SWAAC Posts/rails-action-mailer-asset-host.md
building-resizeable-components-with-relative-css,2016 09 building resizeable components with relative css org markdown,2016-09-01,"",2016/09/building-resizeable-components-with-relative-css.org.markdown,../SWAAC Posts/building-resizeable-components-with-relative-css.md
madebymike-svg-has-more-potential,2016 09 madebymike svg has more potential org markdown,2016-09-01,"",2016/09/madebymike-svg-has-more-potential.org.markdown,../SWAAC Posts/madebymike-svg-has-more-potential.md
when-your-tools-environment-computer-and-everything-you-know-fails-you,2016 09 when your tools environment computer and everything you know fails you org markdown,2016-09-01,"",2016/09/when-your-tools-environment-computer-and-everything-you-know-fails-you.org.markdown,../SWAAC Posts/when-your-tools-environment-computer-and-everything-you-know-fails-you.md
my-nginx-virtual-hosting-configuration,2016 09 my nginx virtual hosting configuration org markdown,2016-09-01,"",2016/09/my-nginx-virtual-hosting-configuration.org.markdown,../SWAAC Posts/my-nginx-virtual-hosting-configuration.md
the-average-web-page-data-from-analyzing-8-million-websites,2016 08 the average web page data from analyzing 8 million websites org markdown,2016-08-01,"",2016/08/the-average-web-page-data-from-analyzing-8-million-websites.org.markdown,../SWAAC Posts/the-average-web-page-data-from-analyzing-8-million-websites.md
beginner-learning-section-in-pages,2016 08 beginner learning section in pages org markdown,2016-08-01,"",2016/08/beginner-learning-section-in-pages.org.markdown,../SWAAC Posts/beginner-learning-section-in-pages.md
jekyll-guard-livereload,2016 01 jekyll guard livereload org markdown,2016-01-01,"",2016/01/jekyll-guard-livereload.org.markdown,../SWAAC Posts/jekyll-guard-livereload.md
using-git-to-deploy-static-sites,2016 01 using git to deploy static sites org markdown,2016-01-01,"",2016/01/using-git-to-deploy-static-sites.org.markdown,../SWAAC Posts/using-git-to-deploy-static-sites.md
tamara@pontiki2.local,2016 06 css examples clearfix tamara pontiki2 local 2262,2016-06-01,"",2016/06/css-examples/clearfix/tamara@pontiki2.local.2262,../SWAAC Posts/tamara@pontiki2.local.2262
no-clearfix-example,2016 06 css examples clearfix no clearfix example html,2016-06-01,"",2016/06/css-examples/clearfix/no-clearfix-example.html,../SWAAC Posts/no-clearfix-example.html
all-styles,2016 06 css examples clearfix all styles css,2016-06-01,"",2016/06/css-examples/clearfix/all-styles.css,../SWAAC Posts/all-styles.css
clearfix,2016 06 css examples clearfix clearfix org markdown,2016-06-01,"",2016/06/css-examples/clearfix/clearfix.org.markdown,../SWAAC Posts/clearfix.md
no-clearfix,2016 06 css examples clearfix no clearfix css,2016-06-01,"",2016/06/css-examples/clearfix/no-clearfix.css,../SWAAC Posts/no-clearfix.css
clearfix,2016 06 css examples clearfix clearfix css,2016-06-01,"",2016/06/css-examples/clearfix/clearfix.css,../SWAAC Posts/clearfix.css
clearfix-example,2016 06 css examples clearfix clearfix example html,2016-06-01,"",2016/06/css-examples/clearfix/clearfix-example.html,../SWAAC Posts/clearfix-example.html
html-and-css-design-and-build-websites,2016 06 html and css design and build websites org markdown,2016-06-01,"",2016/06/html-and-css-design-and-build-websites.org.markdown,../SWAAC Posts/html-and-css-design-and-build-websites.md
147-colors-grid-css-color-names,2016 06 147 colors grid css color names org markdown,2016-06-01,"",2016/06/147-colors-grid-css-color-names.org.markdown,../SWAAC Posts/147-colors-grid-css-color-names.md
rails-dot-mn-presentationon-rails-routing,2016 06 rails dot mn presentationon rails routing org markdown,2016-06-01,"",2016/06/rails-dot-mn-presentationon-rails-routing.org.markdown,../SWAAC Posts/rails-dot-mn-presentationon-rails-routing.md
how-to-harness-the-machines-being-productive-with-task-runners,2016 06 how to harness the machines being productive with task runners org markdown,2016-06-01,"",2016/06/how-to-harness-the-machines-being-productive-with-task-runners.org.markdown,../SWAAC Posts/how-to-harness-the-machines-being-productive-with-task-runners.md
fix-osx-file-open-dialog-missing-sidebar-items,2016 06 fix osx file open dialog missing sidebar items org markdown,2016-06-01,"",2016/06/fix-osx-file-open-dialog-missing-sidebar-items.org.markdown,../SWAAC Posts/fix-osx-file-open-dialog-missing-sidebar-items.md
flexbox-website-with-fixed-headers-and-footer,2016 12 flexbox website with fixed headers and footer org markdown,2016-12-01,"",2016/12/flexbox-website-with-fixed-headers-and-footer.org.markdown,../SWAAC Posts/flexbox-website-with-fixed-headers-and-footer.md
todo-app-using-just-react-with-pojs-no-jsx-or-es6,2016 12 todo app using just react with pojs no jsx or es6 org markdown,2016-12-01,"",2016/12/todo-app-using-just-react-with-pojs-no-jsx-or-es6.org.markdown,../SWAAC Posts/todo-app-using-just-react-with-pojs-no-jsx-or-es6.md
html-color-codes,2016 12 html color codes org markdown,2016-12-01,"",2016/12/html-color-codes.org.markdown,../SWAAC Posts/html-color-codes.md
changing-the-return-to-shop-link-and-text-in-an-empty-woocommerce-cart,2016 12 changing the return to shop link and text in an empty woocommerce cart org markdown,2016-12-01,"",2016/12/changing-the-return-to-shop-link-and-text-in-an-empty-woocommerce-cart.org.markdown,../SWAAC Posts/changing-the-return-to-shop-link-and-text-in-an-empty-woocommerce-cart.md
js-app-config-pattern,2016 12 js app config pattern org markdown,2016-12-01,"",2016/12/js-app-config-pattern.org.markdown,../SWAAC Posts/js-app-config-pattern.md
